k,l,mode,iter,idx_of_list,idx_total,i,j,verdict,forced_so_far,eqs_total,ms
12,1,RAB,1,1,49,6,0,FORCED,1,1968,1720
12,1,RAB,1,2,49,5,0,FORCED,2,1968,2880
12,1,RAB,1,3,49,6,1,FORCED,3,1968,3910
12,1,RAB,1,4,49,6,2,FORCED,4,1968,4710
12,1,RAB,1,5,49,6,3,FORCED,5,1968,5360
12,1,RAB,1,6,49,4,0,FORCED,6,1968,5840
12,1,RAB,1,7,49,5,1,FORCED,7,1968,6240
12,1,RAB,1,8,49,5,2,FORCED,8,1968,6550
12,1,RAB,1,9,49,5,3,FORCED,9,1968,6800
12,1,RAB,1,10,49,3,0,FORCED,10,1968,7000
12,1,RAB,1,11,49,4,1,FORCED,11,1968,7140
12,1,RAB,1,12,49,4,2,FORCED,12,1968,7260
12,1,RAB,1,13,49,4,3,FORCED,13,1968,7350
12,1,RAB,1,14,49,3,1,FORCED,14,1968,7420
12,1,RAB,1,15,49,3,2,FORCED,15,1968,7480
12,1,RAB,1,16,49,3,3,FORCED,16,1968,7530
FINAL_RAB,12,1,1968,33,SKIPPED,7540
FINAL_SAT,12,1,1968,33,SKIPPED,7540
12,1,RAB,1,0,0,-1,-1,RESULT_DET0_TRUE,16,1968,7540
FORCED_VARS,12,1,16,p30 p31 p32 p33 p40 p41 p42 p43 p50 p51 p52 p53 p60 p61 p62 p63
